A23	A5 cite 8 Htiouech & Alzaidi 2017 MMKP NP-hard in strong sense	VERIFIED - "The MMKP is an NP-Hard optimization problem in strong sense."	WebFetch ijcaonline v174 n6	https://ijcaonline.org/archives/volume174/number6/28409-2017915404/	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
A23	A5 formulation class "goal-programming MMKP" / "structurally Leung 1995"	NOT A CITED CLAIM - A5 labels it DERIVED and no source classifies Cut Protocol. Leung 1995 never uses MMKP or goal programming. A25 must not render this as a literature classification	Read A5/FINDINGS.md lines 35-43	n/a	docs/surgery/CAMPAIGN/solver-brain/A5/FINDINGS.md
A23	A6 cite 1 Fitia +/-10 pct calories only	VERIFIED - "Your daily calorie target always includes a +-10% margin ... Lower limit: 1,800 kcal Upper limit: 2,200 kcal"; no per-macro tolerance on the page	WebFetch fitia.app calorie-bar-green-yellow	https://fitia.app/help/articles/calorie-bar-green-yellow	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
A23	A6 cites 2/3 MacroFactor adherence-neutral and dashboard	VERIFIED - "if you exceed your calorie or macronutrient allotments for the day or week"; the ~300 calories figure is presented as a users self-set standard exactly as A6 said; streaks "emphasize the habit of tracking, effort, and consistency over perfection"; no adherence rate reported	WebFetch macrofactor.com/adherence-neutral/ and /dashboard-revamp/	https://macrofactor.com/adherence-neutral/	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
A23	A6 cites 4/5/8/9 Carbon, Eat This Much, Prospre, RP Diet Coach	VERIFIED as null results - Carbon "sticking within the optimal range" with no numbers; ETM "We also suggest fairly loose ranges" with no percentage; Prospre "how accurate you need your macros to be" undefined; RP page (29 Sep 2025) defines no tolerance	WebFetch joincarbon + eatthismuch + prospre + rpstrength	https://www.joincarbon.com/how-it-works	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
A23	A6 cite 7 Cronometer forum 5721	VERIFIED as A6 labelled it - user Beat: "set a Daily Target and Maximum Treshold"; no staff reply in thread; 2023. A6 UNVERIFIED-as-official tag is correct	WebFetch forums.cronometer.com/discussion/5721	https://forums.cronometer.com/discussion/5721/target-range-for-macros	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
A23	A6 cite 10 IIFYM +5 g over / -10 g under (load-bearing for C1 2.4x)	VERIFIED verbatim - Julson MS RDN CLT, Healthline, upd 14 Jun 2023: "As long as you dont go over each macronutrient by more than 5 grams, or under by more than 10 grams, you should still see results." A6 2.4x arithmetic reproduces: 35.5/15 = 2.37	WebFetch healthline.com/nutrition/iifym-guide	https://www.healthline.com/nutrition/iifym-guide	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
A23	A6 contaminated-source tier flag	CONFIRMED INDEPENDENTLY - macro-trackers.com self-publishes the 120-day study (12-participant panel) on its own methodology page; no protocol, named author or institution; its top pick Welling claims portion-error under +-2% and 1.8 s logging; the same ranking is syndicated via openpr.com, a paid press-release wire. Discard tier stands	WebSearch "Macro Tracker Lab" 120-day study	https://www.macro-trackers.com/methodology	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
A23	contaminated tier did NOT propagate downstream	CONFIRMED - case-insensitive grep over all of docs/surgery/CAMPAIGN returns the five domains only in A6/FINDINGS.md:64-65 and CORRECTIONS.md:117-118, i.e. the flag itself. Zero downstream reliance	Grep -i "macro-trackers|hootfitness|nutriscan|caleye|nutrola" docs/surgery/CAMPAIGN	n/a	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
A23	A7 nutritional yeast 13.3 g protein/100 kcal - PROVENANCE MISLABEL	FIGURE VERIFIED, SOURCE TIER WRONG - the Wikipedia table gives 8 g protein / 60 kcal per 15 g but labels it "Bobs Red Mill brand, manufacturer reported values". A7 wrote "citing USDA FoodData Central #1946780". Under the CLAUDE.md provenance rule this is LABEL, not USDA-VERIFIED	WebFetch en.wikipedia.org/wiki/Nutritional_yeast	https://en.wikipedia.org/wiki/Nutritional_yeast	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
A23	A8 cites 1/2 SAT Competition 2024 medals and rules	VERIFIED verbatim - "all categories of the main track, i.e., SAT, UNSAT, SAT+UNSAT"; "Printing a model in case of a satisfiable instance is required for all tracks expect for No-limits. Additionally, UNSAT certificates (proofs) are required for the Main track."; "if a solver reports UNSAT on an instance that was proven to be SAT by some other solver"	WebFetch sat24medals and satcompetition 2024 rules	https://satcompetition.github.io/2024/rules.html	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
A23	A8 cites 3/4/5 Gurobi IIS, MIPLIB infeasible set, Gurobi status codes	VERIFIED - IIS is "a minimal subset of constraints and variable bounds that, if isolated from the rest of the model, is still infeasible"; MIPLIB "The Infeasible Set" 44 instances; INFEASIBLE(3) "Model was proven to be infeasible" distinct from TIME_LIMIT(9)	WebFetch gurobi support 360041448572 + miplib.zib.de/set_infeasible.html + docs.gurobi statuscodes	https://miplib.zib.de/set_infeasible.html	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
A23	A8 cite 6 Liffiton & Sakallah 2008 JAR 40:1-33	VERIFIED bibliographically (link.springer.com 303s to an auth endpoint; title/authors/journal/volume/pages/year confirmed via search and the authors own hosted PDF). No A8 claim rests on it - decorative citation	WebSearch Liffiton Sakallah minimal unsatisfiable subsets JAR 2008	https://sun.iwu.edu/~mliffito/publications/jar_liffiton_CAMUS.pdf	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
A23	FLEET HEADLINE zero fabricated citations across A4-A8	20 of 20 external sources located and confirmed to say what was claimed; 2 correctly self-labelled UNVERIFIED; 1 provenance mislabel (A7 nutritional yeast); 1 derived-class label that must not be reported as literature (A5)	WebFetch x 20 plus WebSearch x 3	n/a	docs/surgery/CAMPAIGN/solver-brain/A23/FINDINGS.md
